	10AF.fastq.trim.sam.counts	10OS.fastq.trim.sam.counts	1AS.fastq.trim.sam.counts	1OF.fastq.trim.sam.counts	2AS.fastq.trim.sam.counts	2OF.fastq.trim.sam.counts	4AS.fastq.trim.sam.counts	4OF.fastq.trim.sam.counts	6AF.fastq.trim.sam.counts	6OS.fastq.trim.sam.counts	7AF.fastq.trim.sam.counts	7OS.fastq.trim.sam.counts	8AF.fastq.trim.sam.counts	8OS.fastq.trim.sam.counts	9AF.fastq.trim.sam.counts	9OS.fastq.trim.sam.counts	
isogroup4678	280	126	16	25	51	24	63	184	38	55	119	20	36	95	101	41	
isogroup4679	56	116	98	123	49	89	105	120	44	42	68	105	53	134	100	86	
isogroup468	0	1	1	1	0	0	2	2	0	1	0	0	1	0	1	2	
isogroup4680	8	9	2	5	1	0	2	1	2	2	5	2	2	3	1	4	
isogroup4681	26	33	41	25	15	15	28	35	10	10	22	27	7	24	33	23	
isogroup4682	58	71	63	92	72	59	87	86	64	46	77	75	68	108	118	85	
isogroup4683	16	24	19	28	11	20	22	20	9	15	8	18	12	37	19	23	
isogroup4684	0	1	0	1	0	0	0	2	1	0	1	1	1	4	0	2	
isogroup4685	9	10	11	15	10	9	13	12	10	4	9	12	7	11	13	9	
isogroup4686	30	44	22	37	5	15	17	34	20	16	42	28	10	43	29	21	
isogroup4687	10	17	6	32	5	17	16	30	12	6	3	20	16	25	13	13	
isogroup4688	0	1	0	0	0	0	0	2	0	1	0	0	6	15	6	6	
isogroup4689	9	16	12	12	16	5	16	15	20	13	9	22	5	21	38	35	
isogroup469	19	76	81	34	16	61	31	112	15	22	21	39	76	95	69	67	
isogroup4690	6	7	5	4	11	3	6	11	3	3	6	6	1	8	6	2	
isogroup4691	20	40	40	38	30	23	37	43	10	11	17	31	15	40	35	25	
isogroup4692	61	59	42	63	30	33	29	58	34	41	55	52	32	45	56	32	
isogroup4693	1	0	1	0	0	2	0	1	0	1	0	1	0	0	0	1	
isogroup4694	0	1	0	0	0	2	1	2	0	2	0	0	0	0	0	2	
isogroup4695	3	10	15	7	7	3	8	11	4	3	3	7	6	12	12	13	
isogroup4696	8	13	11	10	9	2	18	59	2	22	9	19	69	119	35	141	
isogroup4697	2	6	3	3	4	1	4	7	0	2	5	2	1	4	5	2	
isogroup4698	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	
isogroup4699	9	19	3	7	6	4	12	15	2	2	6	19	1	5	6	8	
isogroup47	155	178	135	247	135	133	187	516	132	139	141	231	418	786	317	720	
isogroup470	15	15	18	20	8	10	10	18	4	2	6	7	8	18	7	5	
isogroup4700	10	12	6	13	10	9	17	19	6	7	7	7	7	14	17	9	
isogroup4701	23	14	5	7	4	2	11	8	10	11	9	10	14	11	13	6	
isogroup4702	7	31	31	8	11	25	11	17	5	7	3	6	7	22	4	11	
isogroup4704	55	89	50	60	35	42	51	68	23	33	34	55	43	88	44	74	
isogroup4705	22	16	22	22	39	6	57	90	12	10	24	12	9	32	58	22	
isogroup4706	79	77	45	46	56	17	58	77	45	52	51	77	20	68	66	54	
isogroup4707	9	5	7	5	7	3	9	14	3	2	9	6	2	9	4	7	
isogroup4708	86	102	72	147	68	104	77	97	78	96	84	117	56	105	96	74	
isogroup4709	78	108	107	219	86	127	138	157	109	85	79	74	90	89	177	84	
isogroup471	5	5	2	11	4	3	12	9	1	4	4	4	3	15	13	6	
isogroup4710	48	131	58	77	30	62	53	71	35	35	29	59	42	118	62	79	
isogroup4711	30	47	30	71	12	51	29	37	40	16	40	32	31	31	35	27	
isogroup4712	32	31	24	32	40	14	35	44	20	11	30	22	15	56	38	22	
isogroup4713	2	5	2	1	2	2	3	2	1	0	1	1	1	1	2	1	
isogroup4714	347	488	358	540	478	244	529	561	238	353	356	415	234	536	436	448	
isogroup4715	8	6	3	5	5	3	6	15	1	3	1	3	1	10	5	6	
isogroup4716	1	1	0	2	0	2	1	2	0	0	1	0	0	2	3	1	
isogroup4717	113	104	46	123	30	71	57	65	91	71	44	54	62	53	70	62	
isogroup4718	8	14	11	11	6	6	15	8	6	5	8	6	8	12	7	13	
isogroup4719	6	18	9	5	3	7	7	9	3	5	5	18	12	11	5	16	
isogroup472	15	34	22	34	33	26	22	44	13	19	18	22	28	34	37	21	
isogroup4720	11	19	10	12	15	8	24	14	6	15	6	17	9	20	15	13	
isogroup4721	9	8	17	17	35	9	27	16	6	6	9	21	2	5	3	2	
isogroup4722	3	3	1	4	5	6	4	10	3	5	4	7	4	4	5	4	
isogroup4723	156	79	125	259	26	232	73	113	83	164	203	73	191	98	71	43	
isogroup4724	26	28	29	40	8	9	19	39	18	16	18	22	21	43	26	26	
isogroup4725	4	2	4	1	2	1	2	4	1	0	1	1	1	2	0	2	
isogroup4726	34	51	52	48	46	35	39	75	24	23	20	44	26	56	44	39	
isogroup4727	18	9	22	11	15	3	21	21	7	4	11	17	2	19	9	10	
isogroup4728	16	7	9	9	3	7	17	16	7	14	14	13	7	12	19	5	
isogroup4729	29	96	137	50	37	98	51	79	18	22	21	61	50	129	33	60	
isogroup473	13	17	18	14	17	15	22	17	6	14	14	16	9	20	17	15	
isogroup4730	9	34	27	23	15	19	17	37	18	15	18	30	12	39	17	37	
isogroup4731	9	9	8	8	8	6	17	13	5	6	5	8	0	13	9	6	
isogroup4732	10	15	10	13	5	9	7	17	6	9	5	22	4	27	15	28	
isogroup4733	31	29	20	25	32	8	50	70	11	21	27	36	24	45	47	26	
isogroup4734	6	12	10	8	6	9	11	20	5	5	7	8	6	8	9	9	
isogroup4735	14	18	17	27	9	12	28	45	10	17	27	33	12	16	24	17	
isogroup4736	2	3	5	1	1	3	4	2	0	1	1	1	0	2	3	5	
isogroup4737	0	3	2	1	2	2	7	8	2	1	0	4	4	9	5	10	
isogroup4738	10	20	21	18	13	6	19	24	12	21	11	27	16	27	20	22	
isogroup4739	1	0	1	0	0	0	0	3	2	0	2	1	1	1	6	3	
isogroup474	45	68	79	41	57	28	67	82	28	34	37	46	38	44	45	45	
isogroup4740	17	13	22	21	19	21	24	46	12	10	17	38	21	47	25	21	
isogroup4741	37	65	55	54	30	32	42	71	23	25	22	49	28	65	50	48	
isogroup4742	3	9	10	4	5	17	10	14	2	1	1	1	3	0	4	5	
isogroup4743	21	43	47	47	33	39	47	46	17	23	17	42	20	34	36	26	
isogroup4744	0	1	1	2	1	0	3	2	0	0	0	2	0	1	2	1	
isogroup4745	65	46	59	85	50	30	90	101	29	33	52	59	18	53	82	54	
isogroup4746	2	1	8	2	4	2	5	9	0	2	4	2	1	4	5	8	
isogroup4747	41	41	26	28	71	35	40	50	5	8	12	10	19	33	14	14	
isogroup4748	0	1	0	1	1	1	0	4	1	1	0	0	2	3	2	0	
isogroup4749	2	1	1	2	1	2	1	1	2	1	0	3	0	2	2	0	
isogroup475	16	28	57	23	19	23	10	18	7	2	8	24	0	35	12	24	
isogroup4750	8	10	14	22	5	14	10	11	9	7	12	9	16	11	9	15	
isogroup4751	31	43	34	44	29	23	30	48	15	19	21	24	18	47	39	31	
isogroup4752	231	210	151	194	107	87	178	328	142	112	125	216	120	274	196	200	
isogroup4753	1	3	1	2	0	1	0	1	0	0	0	0	0	1	0	0	
isogroup4754	21	27	24	17	8	4	16	11	10	13	9	13	6	16	14	17	
isogroup4755	120	101	74	131	83	51	95	131	49	58	85	102	56	160	104	114	
isogroup4756	318	161	157	218	95	66	92	123	80	69	72	101	7	18	203	176	
isogroup4757	3	3	4	7	4	1	10	2	5	10	3	4	6	10	9	3	
isogroup4758	50	53	52	55	61	41	48	80	31	39	40	53	53	82	70	57	
isogroup4759	5	7	6	6	0	4	5	6	12	6	2	6	6	4	4	3	
isogroup476	52	87	96	132	108	81	177	188	73	68	74	97	59	116	94	87	
isogroup4760	25	20	20	16	17	11	14	29	15	15	21	17	13	14	29	16	
isogroup4761	4	4	5	5	3	5	1	7	5	5	2	2	1	3	5	4	
isogroup4762	12	8	6	11	7	8	10	9	3	8	6	5	6	10	5	4	
isogroup4763	8	2	11	5	4	4	5	11	1	4	2	9	0	9	4	6	
isogroup4764	22	31	30	60	24	22	37	52	27	22	23	40	12	62	42	42	
isogroup4765	9	7	8	10	8	2	14	31	10	11	8	13	20	15	12	10	
isogroup4766	2	7	1	1	0	4	4	9	1	1	3	4	1	10	5	5	
isogroup4767	12	14	8	12	6	11	10	15	3	10	14	11	5	15	8	22	
isogroup4768	1	1	0	4	3	0	3	2	1	1	2	2	3	3	2	0	
isogroup477	2	2	3	3	8	1	10	69	0	27	1	13	85	226	60	170	
isogroup4770	17	15	16	16	17	5	17	26	11	10	10	18	11	15	14	22	
isogroup4771	14	17	14	11	14	7	19	35	2	4	7	11	8	11	13	15	
isogroup4772	65	65	64	47	26	36	74	100	29	43	53	67	64	70	74	50	
isogroup4773	46	39	16	101	11	21	19	64	30	49	80	80	35	81	60	22	
isogroup4774	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	
isogroup4775	61	59	62	128	69	118	70	97	38	58	77	104	39	89	110	83	
isogroup4776	9	3	8	14	3	8	8	6	5	4	7	7	6	14	5	1	
isogroup4777	2	4	8	4	5	2	6	14	1	3	9	10	5	12	1	7	
isogroup4778	13	19	16	21	6	22	33	42	9	11	6	16	31	39	19	30	
isogroup4779	0	2	0	1	0	0	0	0	1	0	0	0	2	1	0	0	
isogroup478	118	188	145	160	143	105	181	213	75	106	89	156	68	189	158	128	
isogroup4780	0	1	1	4	0	3	1	2	1	0	2	0	0	0	1	3	
isogroup4781	4	14	13	4	2	5	8	8	3	2	4	2	1	7	10	6	
isogroup4782	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
isogroup4783	40	47	22	52	34	25	61	68	28	17	39	52	39	49	54	38	
isogroup4784	202	254	195	277	137	167	206	355	129	119	149	218	109	331	206	216	
isogroup4785	0	7	7	1	0	5	1	3	0	1	0	2	2	1	3	5	
isogroup4786	81	65	54	66	28	53	42	73	36	38	61	48	50	77	53	47	
isogroup4787	67	67	65	103	72	39	95	115	40	53	66	68	48	104	79	61	
isogroup4788	38	33	35	68	65	39	75	59	23	26	37	40	23	50	25	33	
isogroup4789	9	5	4	5	2	0	6	5	1	2	5	3	4	8	8	2	
isogroup479	41	46	73	70	51	55	68	95	39	33	45	47	53	84	64	62	
isogroup4790	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	
isogroup4791	1	6	1	0	0	0	2	2	1	1	1	1	1	0	0	3	
isogroup4792	2	11	6	13	5	4	12	11	7	7	6	11	5	12	9	19	
isogroup4793	59	20	26	53	16	36	51	101	39	36	80	56	48	51	61	51	
isogroup4794	24	44	34	42	40	20	38	31	18	21	20	22	13	36	27	24	
isogroup4795	4	23	14	11	1	12	6	16	5	3	3	6	41	19	18	16	
isogroup4796	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	
isogroup4797	8	13	4	14	22	13	18	32	6	10	15	13	12	10	19	18	
isogroup4798	16	9	14	22	14	8	18	22	13	13	16	18	6	22	15	14	
isogroup4799	32	46	35	30	35	18	51	47	13	18	16	40	14	53	37	47	
isogroup48	917	1234	1048	1167	1170	450	1265	1359	606	694	794	1079	381	1053	968	707	
isogroup480	40	59	58	36	65	16	70	91	11	29	21	51	26	79	33	39	
isogroup4800	48	92	105	112	73	76	58	84	46	41	44	61	28	74	91	57	
isogroup4801	0	0	1	0	0	1	2	2	0	0	0	0	1	1	2	0	
isogroup4802	916	875	635	1452	725	984	919	1488	975	671	1014	828	665	985	1302	700	
isogroup4803	3	8	3	2	4	6	3	7	2	3	1	5	8	7	2	11	
isogroup4804	51	45	23	30	19	20	17	44	18	9	31	45	30	37	32	23	
isogroup4805	0	1	2	0	2	0	1	4	0	0	0	1	0	2	7	1	
isogroup4806	85	60	32	31	40	37	40	45	42	30	27	31	34	43	62	88	
isogroup4807	24	30	18	64	16	13	27	33	32	16	15	21	27	21	32	19	
isogroup4808	0	0	1	0	1	2	0	1	0	1	0	0	0	0	4	2	
isogroup4809	11	12	17	21	5	14	14	15	3	10	9	10	12	7	10	7	
isogroup481	26	58	72	81	43	90	48	82	43	30	33	48	40	63	65	49	
isogroup4810	17	23	15	16	9	17	19	24	7	13	15	18	9	21	17	14	
isogroup4811	1012	638	936	1136	892	1298	2003	1988	301	569	404	344	514	820	486	408	
isogroup4812	54	68	51	61	23	27	46	73	23	30	31	41	23	65	37	43	
isogroup4813	8	6	9	7	13	8	14	24	4	8	10	17	12	26	13	15	
isogroup4814	0	0	0	2	0	3	1	3	1	0	2	0	0	0	2	3	
isogroup4815	26	27	19	20	21	14	25	26	17	31	28	44	16	34	33	21	
isogroup4816	18	19	22	15	14	23	15	23	6	10	10	10	6	30	23	15	
isogroup4817	39	33	29	45	10	29	28	53	43	26	20	42	36	48	31	36	
isogroup4818	3	5	2	1	0	0	1	1	1	2	0	1	1	3	1	1	
isogroup4819	24	17	13	27	27	14	33	65	13	18	28	39	188	90	99	61	
isogroup482	6	13	8	15	8	5	17	20	7	4	11	6	10	12	11	8	
isogroup4820	1	0	4	7	0	1	8	13	1	3	2	3	3	2	4	6	
isogroup4821	3	4	0	8	10	8	8	18	3	4	5	9	7	9	7	5	
isogroup4822	18	21	16	16	12	13	26	33	7	13	19	25	10	27	20	12	
isogroup4823	46	88	78	73	73	50	65	76	33	53	62	58	37	67	58	44	
isogroup4824	2	0	1	0	1	0	1	5	0	2	3	0	5	12	4	6	
isogroup4825	2	9	4	8	2	5	2	8	2	2	2	4	1	4	7	2	
isogroup4826	20	25	20	28	4	9	13	31	10	26	20	27	50	28	29	22	
isogroup4827	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	
isogroup4828	9	16	21	27	15	6	19	36	29	12	13	28	12	45	26	20	
isogroup4829	17	23	24	23	17	20	32	36	28	14	26	17	44	41	44	35	
isogroup483	42	63	52	80	50	68	57	66	38	42	43	33	52	69	46	38	
isogroup4830	172	226	150	287	128	107	199	274	146	129	119	169	183	251	186	137	
isogroup4831	0	0	0	0	0	1	0	4	0	0	2	3	1	25	1	13	
isogroup4832	1	2	3	1	3	2	1	1	0	1	0	0	0	0	0	0	
isogroup4833	120	118	76	363	50	181	103	178	224	154	159	107	228	116	202	151	
isogroup4834	9	6	19	29	11	7	25	28	6	10	12	23	6	16	16	14	
isogroup4835	1	0	1	2	6	1	4	1	1	0	2	3	0	0	1	1	
isogroup4836	26	39	67	29	11	38	32	38	12	15	14	25	27	27	22	15	
isogroup4837	19	18	21	27	24	23	40	35	17	14	26	21	13	33	24	18	
isogroup4838	9	8	5	14	4	7	2	11	6	6	6	5	7	10	5	1	
isogroup4839	16	16	16	19	13	15	20	35	6	8	16	15	19	34	19	18	
isogroup484	112	141	120	127	114	55	149	176	61	60	93	144	62	213	99	95	
isogroup4840	1	4	2	4	3	0	2	5	1	1	1	6	3	4	2	2	
isogroup4841	5	9	11	4	3	12	10	10	2	3	5	6	6	13	8	8	
isogroup4842	11	10	6	15	7	10	7	21	5	7	4	18	11	11	12	10	
isogroup4843	31	38	19	47	23	24	46	80	22	28	27	22	25	55	48	29	
isogroup4844	0	2	1	0	1	0	1	5	0	0	4	1	0	2	4	0	
isogroup4845	3	2	2	5	2	0	4	4	1	0	0	4	2	2	2	4	
isogroup4846	61	75	89	217	82	115	91	110	81	55	60	75	72	83	85	94	
isogroup4847	6	8	10	14	5	12	4	5	1	2	4	8	1	8	3	6	
isogroup4848	5	1	0	0	5	2	14	61	0	0	1	6	152	87	75	83	
isogroup4849	19	23	12	18	6	15	12	44	6	5	11	31	12	43	30	9	
isogroup485	15	71	143	26	11	102	7	27	4	8	4	8	19	34	12	21	
isogroup4850	377	213	117	137	50	54	52	66	71	85	81	106	46	127	101	120	
isogroup4851	13	9	8	17	15	1	15	26	3	3	9	43	18	19	17	16	
isogroup4852	34	20	21	32	11	10	21	48	14	17	16	29	18	39	17	35	
isogroup4853	1	2	0	2	2	0	0	1	0	0	0	0	0	0	0	0	
isogroup4854	0	2	1	3	2	1	3	3	0	3	3	5	0	3	1	1	
isogroup4855	439	316	300	325	234	133	327	348	173	282	306	331	185	325	303	228	
isogroup4856	3	5	3	4	4	7	4	4	2	3	2	1	1	2	5	2	
isogroup4857	8	10	8	3	3	3	3	1	6	6	2	6	0	3	3	1	
isogroup4858	2	2	0	5	6	0	3	3	0	1	2	3	1	6	2	6	
isogroup4859	43	42	40	67	37	34	57	90	24	31	29	47	46	142	55	113	
isogroup486	193	227	224	313	257	221	292	330	152	174	188	225	190	256	248	215	
isogroup4860	78	131	114	117	82	87	108	179	98	99	107	140	92	148	136	117	
isogroup4861	3	9	3	12	8	2	8	14	7	2	9	7	4	10	14	3	
isogroup4862	9	10	5	13	10	11	9	18	4	6	10	15	6	13	8	6	
isogroup4863	23	20	13	19	19	16	21	29	9	9	14	13	10	15	13	11	
isogroup4864	0	2	0	2	0	1	3	4	0	0	0	1	0	4	2	1	
isogroup4865	31	40	33	22	26	13	22	38	13	10	23	30	16	38	28	29	
isogroup4866	3	3	10	3	7	3	6	6	3	1	4	3	0	6	6	2	
isogroup4867	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	
isogroup4868	1067	1667	1391	1696	1517	921	1774	1953	913	1209	1064	1593	883	1554	1378	1281	
isogroup4869	1	3	3	3	6	1	2	1	0	0	1	1	1	7	1	4	
isogroup487	80	102	63	113	59	62	94	130	52	62	65	100	59	124	86	97	
isogroup4870	16	22	20	26	8	10	25	30	13	8	7	13	9	31	21	13	
isogroup4871	0	17	3	2	1	12	3	13	0	0	3	1	3	6	7	7	
isogroup4872	3	7	8	12	5	8	6	3	5	7	0	10	4	4	10	2	
isogroup4873	1	1	2	3	1	1	3	3	2	0	1	0	0	2	2	0	
isogroup4874	16	21	15	21	18	22	19	28	16	22	15	12	12	24	18	21	
isogroup4875	2	1	1	1	0	2	1	2	3	1	3	0	3	1	0	0	
isogroup4876	71	106	64	102	55	48	87	118	76	50	54	113	77	109	93	71	
isogroup4877	291	436	340	429	300	226	375	437	206	233	284	351	286	440	441	371	
isogroup4878	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	1	
isogroup4879	127	124	89	114	53	74	89	121	48	73	56	77	58	100	84	84	
isogroup488	90	59	31	109	35	22	125	101	59	56	68	62	41	61	83	45	
isogroup4880	2	1	3	2	6	2	7	6	1	2	1	3	1	4	2	3	
isogroup4881	22	24	23	31	10	21	28	33	12	12	16	31	20	52	25	32	
isogroup4882	59	98	62	117	33	40	55	90	56	54	67	83	60	82	115	47	
isogroup4883	3	9	13	13	4	14	12	13	4	8	7	4	9	18	5	9	
isogroup4884	0	2	11	0	2	1	0	2	0	1	1	1	3	0	1	4	
isogroup4885	56	84	51	49	26	26	51	70	45	60	40	50	73	96	47	32	
isogroup4886	61	63	35	55	24	48	34	87	53	28	41	44	62	69	64	67	
isogroup4887	21	31	28	33	33	7	33	36	9	19	14	24	12	38	29	27	
isogroup4888	0	1	1	3	3	4	1	6	0	0	1	1	1	0	7	5	
isogroup4889	13	14	14	23	17	22	13	19	6	12	10	19	8	18	13	20	
isogroup489	124	267	239	225	146	210	142	194	92	102	129	133	90	151	135	154	
isogroup4890	47	67	46	77	29	21	54	93	42	47	51	72	50	58	55	49	
isogroup4891	2	3	2	18	2	12	3	4	5	2	6	6	13	1	3	3	
isogroup4892	40	45	46	59	67	31	70	75	18	27	46	76	32	78	40	57	
isogroup4893	3	4	4	6	0	4	4	11	1	3	2	3	7	7	1	13	
isogroup4894	1	1	0	0	0	0	3	2	0	0	0	1	0	0	0	1	
isogroup4895	0	2	3	1	1	5	2	3	0	1	1	0	1	6	2	0	
isogroup4896	13	17	13	37	18	11	26	27	17	16	13	22	8	12	30	18	
isogroup4897	22	26	18	63	31	25	28	49	33	29	29	34	49	39	48	34	
isogroup4898	49	43	46	88	44	49	35	90	50	28	44	70	37	63	65	42	
isogroup4899	43	31	49	50	19	16	64	79	24	15	26	31	28	49	46	29	
isogroup49	68	86	80	108	76	119	114	132	44	54	86	89	64	60	83	71	
isogroup490	18	21	24	24	17	12	27	26	6	21	20	17	15	21	22	13	
isogroup4900	97	166	138	151	80	165	124	164	65	37	74	112	52	164	123	114	
isogroup4901	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	
isogroup4902	410	407	321	302	452	213	380	217	188	412	88	150	85	245	136	203	
isogroup4903	1	1	5	3	2	3	3	2	0	1	0	1	0	5	1	1	
isogroup4904	5	13	43	62	22	20	24	29	23	21	13	18	40	42	20	18	
isogroup4905	34	29	23	38	32	13	46	50	14	13	17	53	18	44	27	32	
isogroup4906	6	6	6	16	8	9	6	13	6	7	6	10	1	12	5	6	
isogroup4907	10	9	15	36	17	13	17	29	12	10	13	27	14	16	15	13	
isogroup4908	0	0	0	0	1	0	1	0	2	0	2	0	1	3	3	1	
isogroup4909	23	30	22	34	17	9	26	30	10	14	20	27	15	31	32	25	
isogroup491	19	17	28	36	7	10	24	40	18	19	30	22	24	23	41	14	
isogroup4910	6	6	5	5	4	0	4	7	2	3	2	4	4	5	8	7	
isogroup4911	4	11	3	4	2	7	8	7	1	3	4	10	2	10	5	2	
isogroup4912	29	101	114	54	31	88	20	58	17	20	12	31	34	60	29	45	
isogroup4913	16	15	8	19	20	5	21	27	6	7	11	28	7	24	23	16	
isogroup4914	47	91	91	111	75	84	145	165	65	71	73	105	165	226	119	141	
isogroup4915	30	18	11	12	11	13	31	40	24	13	14	26	31	23	16	23	
isogroup4916	38	83	41	57	82	33	93	71	31	48	44	69	48	55	28	45	
isogroup4917	16	22	42	25	16	23	21	34	6	18	7	18	19	34	25	17	
isogroup4918	199	193	196	173	185	63	218	314	98	137	144	229	87	199	156	130	
isogroup4919	35	52	46	55	38	48	39	64	34	28	29	33	23	37	34	37	
isogroup492	69	91	118	105	63	75	101	125	46	79	83	103	76	110	77	98	
isogroup4920	38	53	57	43	24	45	19	40	13	21	32	20	18	31	26	17	
isogroup4921	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	
isogroup4922	15	20	9	12	20	7	20	15	11	10	16	13	6	17	14	18	
isogroup4923	17	22	22	23	10	11	22	25	7	10	12	30	14	30	24	20	
isogroup4924	60	110	102	51	41	63	72	86	12	28	21	41	37	87	52	57	
isogroup4925	0	6	8	2	2	5	5	5	2	2	2	1	2	7	3	7	
isogroup4926	1154	927	369	1191	459	1377	2526	1399	1777	1840	1054	1091	1057	915	1403	1067	
isogroup4927	13	16	13	5	1	6	3	11	3	7	3	7	9	18	4	9	
isogroup4928	420	471	490	656	561	586	451	590	586	338	429	359	405	416	601	337	
isogroup4929	0	9	1	4	1	4	3	3	2	3	5	4	2	1	3	1	
isogroup493	25	37	44	49	35	52	52	66	17	27	46	44	38	44	55	38	
isogroup4930	32	54	63	36	41	32	50	74	13	24	22	39	26	92	41	60	
isogroup4931	10	9	4	7	1	0	7	31	2	3	5	4	1	4	5	5	
isogroup4932	6	12	3	7	5	3	7	13	4	0	2	4	3	8	4	4	
isogroup4933	25	21	20	25	17	14	27	20	24	11	14	18	10	33	18	22	
isogroup4934	5	8	7	9	3	6	8	14	5	3	3	6	4	7	7	7	
isogroup4935	32	41	34	52	24	26	32	60	21	18	23	41	28	51	51	47	
isogroup4936	8	5	4	4	7	2	12	14	4	6	5	16	5	4	9	7	
isogroup4937	39	57	58	72	11	79	46	47	57	44	23	32	64	42	69	55	
isogroup4938	4	4	2	2	7	1	6	6	2	1	4	2	1	2	8	2	
isogroup4939	637	537	351	446	269	165	481	1068	374	346	629	645	448	765	703	428	
isogroup494	8	39	35	20	10	25	21	18	4	7	9	9	11	34	11	18	
isogroup4940	24	8	11	11	3	12	21	15	15	18	19	24	7	14	26	8	
isogroup4941	0	2	3	2	2	2	2	1	1	1	0	0	1	0	1	4	
isogroup4942	6	12	10	12	4	6	6	11	4	6	7	9	4	6	4	6	
isogroup4943	1	0	7	12	10	4	16	12	4	3	7	10	6	29	13	16	
isogroup4944	14	14	15	36	6	16	11	15	20	29	9	11	22	31	24	13	
isogroup4945	22	29	17	36	31	12	34	71	18	13	24	27	17	54	34	20	
isogroup4946	12	9	9	7	4	11	8	10	12	6	9	9	6	8	9	9	
isogroup4947	45	73	54	71	33	59	44	50	26	24	31	56	31	81	56	38	
isogroup4948	16	16	8	11	9	3	12	25	4	10	8	18	3	9	11	15	
isogroup4949	8	12	5	11	9	7	5	6	10	4	4	10	2	14	7	14	
isogroup495	19	38	34	25	48	30	50	46	27	23	20	43	15	33	29	26	
isogroup4950	12	18	18	18	18	17	24	20	27	13	8	17	4	19	29	19	
isogroup4951	5	5	5	10	11	9	6	7	5	4	7	8	6	4	10	4	
isogroup4952	0	0	0	0	2	2	3	2	0	1	0	0	3	1	2	0	
isogroup4953	0	0	0	1	0	3	0	1	2	0	2	2	2	2	0	1	
isogroup4954	29	28	11	16	11	12	11	16	27	19	9	17	6	10	9	13	
isogroup4955	8	5	4	5	6	3	3	4	2	3	8	4	4	5	7	6	
isogroup4956	15	14	3	2	2	1	6	7	5	10	2	0	10	3	0	0	
isogroup4957	21	25	32	23	29	8	36	54	5	16	14	40	22	50	28	41	
isogroup4958	1	5	3	5	3	6	5	4	6	1	2	4	4	6	1	4	
isogroup4959	77	54	55	55	28	39	36	39	20	28	43	40	40	27	41	38	
isogroup496	4	2	1	4	3	1	7	5	2	0	3	4	0	2	3	5	
isogroup4960	120	192	169	256	154	182	151	241	128	144	131	122	183	176	168	142	
isogroup4961	31	29	19	41	26	20	50	58	17	18	20	35	10	39	31	26	
isogroup4962	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	
isogroup4963	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	
isogroup4964	3	1	1	5	2	0	1	2	1	1	0	1	2	3	1	1	
isogroup4965	11	16	28	19	18	14	11	28	4	9	8	15	16	29	18	10	
isogroup4966	1	2	1	3	4	3	8	15	0	1	0	3	21	44	12	32	
isogroup4967	110	108	61	148	48	90	109	152	83	82	99	112	151	140	139	133	
isogroup4968	0	1	5	4	1	2	3	3	0	2	2	1	3	4	4	3	
isogroup4969	2	4	3	5	1	0	4	5	4	0	3	2	3	4	9	5	
isogroup497	94	116	105	141	79	70	134	157	53	68	91	120	52	98	75	105	
isogroup4970	72	100	69	107	92	79	97	115	60	87	61	76	61	104	79	75	
isogroup4971	30	62	41	56	46	31	39	48	34	30	24	38	36	54	64	58	
isogroup4972	9	5	4	8	1	0	7	27	2	9	4	15	11	37	16	33	
isogroup4973	3	0	3	4	1	3	0	1	1	3	0	0	1	5	1	5	
isogroup4974	58	90	55	88	58	48	92	83	50	35	48	128	51	131	56	59	
isogroup4975	3	5	2	9	2	1	2	4	3	0	2	2	2	4	4	2	
isogroup4976	10	12	9	14	17	4	14	15	6	8	10	13	3	18	21	16	
isogroup4977	18	22	22	24	25	17	32	37	14	7	19	24	18	40	19	25	
isogroup4978	15	21	20	13	16	22	8	32	12	7	4	21	22	30	17	20	
isogroup4979	2	2	2	2	2	0	3	4	3	4	3	3	1	4	2	1	
isogroup498	60	74	66	67	63	41	64	94	24	36	43	54	21	56	58	38	
isogroup4980	9	12	29	12	9	16	8	22	3	6	8	9	9	9	13	13	
isogroup4981	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	
isogroup4982	16	12	7	11	6	5	5	16	3	4	7	16	2	13	10	16	
isogroup4983	1	3	2	5	2	0	3	6	1	1	1	2	0	0	2	0	
isogroup4984	16	34	32	13	9	34	13	34	2	9	11	7	21	59	30	42	
isogroup4985	21	26	20	13	18	21	18	29	22	9	12	24	15	30	22	17	
isogroup4986	6	3	5	12	6	8	3	6	10	16	14	2	12	4	13	3	
isogroup4987	15	30	26	48	16	7	18	21	15	17	28	34	34	28	45	46	
